NOMBRE,NACIMIENTO,LUGAR_NACIMIENTO,ALTURA,PESO,POSICION,EQUIPO,MIN_JUGADOS,PART_JUGADOS,%_PART_JUGADOS,PART_COMPLETOS,%_PART_COMPL,PART_TITULAR,%_PART_TITU,PART_SUSTITUIDO,%PART_SUSTI,AMARILLA,ROJA,SEGUNDAMARILLA,GOLES,PENALRECIBIDO,GOLPROPIAPUERTA,GOL_ENCONTRA,URL,BLOQUEOS,INTERVENCIONES,RECUPERACIONES,DESPEJES,ENTRADAS,ENTRADASFALLIDOS,TUATU,DUELOEXITO,DUELOFALLIDO,DUEROAEREOEXITO,DUELOAEREOFALLIDO,TIROS,TIROSAPUERTA,ASISTENCIA,REGATES,REGATESFALLIDOS,GOLESDENTROAREA,GOLESFUERAAREA,GOLESIZDA,GOLESDCHA,GOLESPENAL,GOLCABEZA,GOLBALONPARADO,FUERAJUEGO,FALTARECIBIDA,FALTACOMETIDA,PENALCONTRA,MANOS,FALTAXTARJETA,CORNETS_LANZADOS,DUELOS,DUELOS_CUERPO_CUERPO,DUELOSAEREOS,PASES,PASES_CORTOS,PASES_LARGOS,PASES_HUECO,GOLESXTIRO,GOLESXFUERAAREA,GOLESDONTROAREA,GOLPARADO
Javier Martínez,22-12-1999,Ólvega,180 cm,68 kg,Centrocampista,C.A. Osasuna,10,1,2.63,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/javi-martinez-2,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2,0,2,6,5,0,0,0.0,0.0,0.0,0.0
Javier Moyano Lujano,23-02-1986,Jaén,180 cm,71 kg,Defensa,Real Valladolid CF,2231,26,68.42,22,84.62,26,68.42,4,10.53,4,0,0,0,0,0,20,https://www.laliga.com/jugador/javi-moyano,5,27,134,53,8,11,0,102,82,44,36,5,0,0,17,3,0,0,0.0,0.0,0,0.0,0,1,23,21,1,1,5.25,0,184,104,80,810,534,37,1,0.0,0.0,0.0,0.0
Javier Muñoz Jiménez,28-02-1995,Parla,175 cm,69 kg,Centrocampista,Deportivo Alavés,53,1,2.63,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,2,https://www.laliga.com/jugador/javi-munoz,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0,0,0,1,0,0,0.0,0,3,3,0,14,10,0,0,0.0,0.0,0.0,0.0
Javier Ontiveros Parra,09-09-1997,Marbella,170 cm,75 kg,Delantero,Villarreal CF,873,30,78.95,1,3.33,7,18.42,6,15.79,2,0,0,2,1,0,12,https://www.laliga.com/jugador/j-ontiveros,1,4,69,7,14,15,0,87,110,9,16,40,18,1,30,21,1,1,0.0,0.03,0,0.03,1,0,20,20,0,2,10.0,15,197,172,25,446,340,20,2,0.05,0.03,0.03,0.03
Javier Puado Díaz,25-05-1998,Barcelona,177 cm,69 kg,Centrocampista,Real Zaragoza,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/puado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jean-Clair Todibo,30-12-1999,Cayenne,190 cm,81 kg,Defensa,FC Barcelona,77,2,5.26,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,0,https://www.laliga.com/jugador/todibo,0,0,3,6,0,1,0,3,6,2,3,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0,0,0,1,0,0,0.0,0,9,4,5,51,46,3,0,0.0,0.0,0.0,0.0
Jesús Joaquín Fernández Sáez,19-11-1993,Cadiz,177 cm,70 kg,Delantero,Sevilla FC,784,17,44.74,1,5.88,8,21.05,7,18.42,0,0,0,1,0,0,10,https://www.laliga.com/jugador/suso,0,2,35,0,4,5,0,40,47,4,8,13,7,1,19,11,0,1,0.08,0.0,0,0.0,0,3,8,5,0,1,0.0,10,87,75,12,351,260,16,6,0.08,0.08,0.0,0.0
Jesús Navas González,21-11-1985,Sevilla,172 cm,60 kg,Defensa,Sevilla FC,3371,38,100.0,35,92.11,37,97.37,2,5.26,4,0,0,0,0,0,32,https://www.laliga.com/jugador/j-navas,7,31,210,60,15,12,0,107,110,18,38,7,2,7,37,23,0,0,0.0,0.0,0,0.0,0,3,28,18,0,2,4.5,2,217,161,56,2034,1504,128,4,0.0,0.0,0.0,0.0
Jesús Vallejo,05-01-1997,Zaragoza,184 cm,79 kg,Defensa,Real Madrid,627,11,28.95,6,54.55,7,18.42,1,2.63,1,0,0,0,0,0,6,https://www.laliga.com/jugador/vallejo,4,5,25,28,5,1,0,17,18,8,12,0,0,0,2,0,0,0,0.0,0.0,0,0.0,0,1,1,6,1,0,6.0,0,35,15,20,234,146,28,0,0.0,0.0,0.0,0.0
Joan Jordán Moreno,06-07-1994,Gerona,184 cm,74 kg,Centrocampista,Sevilla FC,2266,34,89.47,10,29.41,27,71.05,17,44.74,8,0,0,2,1,0,15,https://www.laliga.com/jugador/jordan,5,26,189,20,34,31,0,176,179,34,29,20,7,2,40,14,1,1,0.0,0.1,0,0.0,1,2,37,64,0,3,8.0,60,355,292,63,1659,1309,139,0,0.1,0.05,0.05,0.05
Joan Sastre Vanrell,30-04-1997,Porreres,174 cm,75 kg,Defensa,RCD Mallorca,1360,19,50.0,12,63.16,16,42.11,4,10.53,4,0,0,0,0,0,29,https://www.laliga.com/jugador/j-sastre,2,23,70,24,17,13,0,63,67,11,15,13,1,2,3,10,0,0,0.0,0.0,0,0.0,0,0,19,20,1,3,5.0,0,130,104,26,460,293,32,1,0.0,0.0,0.0,0.0
João Félix Sequeira,10-11-1999,Viseu,181 cm,70 kg,Delantero,Atlético de Madrid,1747,27,71.05,4,14.81,21,55.26,17,44.74,6,0,0,6,1,0,7,https://www.laliga.com/jugador/joao-felix,0,10,58,4,3,6,0,85,144,19,47,47,18,1,20,35,5,1,0.09,0.04,0,0.0,0,6,39,33,0,2,5.5,3,229,163,66,506,394,5,6,0.13,0.02,0.11,0.0
João Paulo Santos da Costa,02-02-1996,Barcelos,185 cm,80 kg,Portero,Granada CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/andorinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joaquín Fernández Moreno,31-05-1996,Huercal de Almería,190 cm,72 kg,Centrocampista,Real Valladolid CF,1660,20,52.63,16,80.0,19,50.0,3,7.89,9,0,0,2,0,0,22,https://www.laliga.com/jugador/joaquin-f,10,32,77,53,24,6,1,99,94,56,40,9,4,0,7,2,2,0,0.11,0.0,0,0.11,0,5,8,32,0,1,3.56,0,193,97,96,775,557,54,0,0.22,0.0,0.22,0.0
Joaquín José Marín Ruiz,24-09-1989,Córdoba,178 cm,74 kg,Defensa,Granada CF,717,10,26.32,7,70.0,8,21.05,1,2.63,2,0,0,0,0,0,12,https://www.laliga.com/jugador/quini-1,1,10,39,11,14,11,2,45,40,8,8,5,0,0,6,11,0,0,0.0,0.0,0,0.0,0,0,6,8,0,1,4.0,0,85,69,16,211,145,14,0,0.0,0.0,0.0,0.0
Joaquín Navarro Jiménez,23-01-1990,Guadahortuna,176 cm,75 kg,Defensa,Deportivo Alavés,1904,23,60.53,18,78.26,22,57.89,4,10.53,8,0,0,0,0,0,30,https://www.laliga.com/jugador/ximo-navarro,7,52,112,70,19,15,1,108,87,34,33,6,2,0,8,6,0,0,0.0,0.0,0,0.0,0,0,32,29,1,4,3.63,0,195,128,67,674,473,35,1,0.0,0.0,0.0,0.0
Joaquín Sánchez Rodríguez,21-07-1981,Cádiz,179 cm,75 kg,Delantero,Real Betis,2071,34,89.47,5,14.71,25,65.79,20,52.63,4,0,0,8,0,0,33,https://www.laliga.com/jugador/joaquin,2,15,84,15,7,7,0,116,94,18,28,23,14,3,56,26,8,0,0.0,0.35,2,0.0,0,7,28,11,0,4,2.75,69,210,164,46,1048,848,33,4,0.35,0.0,0.35,0.0
Joel Robles,17-06-1990,Madrid,195 cm,78 kg,Portero,Real Betis,2888,33,86.84,33,100.0,33,86.84,0,0.0,3,1,0,0,0,0,48,https://www.laliga.com/jugador/joel-robles,0,0,251,25,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0.33,0,9,4,5,1009,541,164,0,0.0,0.0,0.0,0.0
John Guidetti,15-04-1992,Stockholm,185 cm,79 kg,Delantero,Deportivo Alavés,94,5,13.16,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,2,https://www.laliga.com/jugador/guidetti,0,0,2,0,1,1,0,7,4,1,1,1,0,0,3,1,0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,0.0,0,11,9,2,32,20,0,0,0.0,0.0,0.0,0.0
Jokin Ezkieta,17-08-1996,Pamplona,193 cm,82 kg,Portero,Athletic Club,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/jokin-ezkieta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jon Moncayola,13-05-1998,Garinoain,189 cm,86 kg,Centrocampista,C.A. Osasuna,1491,27,71.05,10,37.04,15,39.47,5,13.16,4,0,0,1,0,0,22,https://www.laliga.com/jugador/jon-moncayola,5,16,117,20,30,22,0,90,93,22,27,10,4,0,10,1,1,0,0.0,0.1,0,0.0,0,0,7,30,0,2,7.5,0,183,134,49,626,416,57,0,0.1,0.0,0.1,0.0
Jon Pacheco dozagarat,08-01-2001,Desconocido,- cm,- kg,Defensa,Real Sociedad,78,1,2.63,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,1,https://www.laliga.com/jugador/pacheco-3,0,0,3,2,0,0,0,2,3,1,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,2,0,0,0.0,0,5,3,2,37,22,4,0,0.0,0.0,0.0,0.0
Jon Sillero,24-05-1998,Durango,177 cm,80 kg,Defensa,Athletic Club,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/sillero-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jonathan Calleri,23-09-1993,Buenos Aires,181 cm,72 kg,Delantero,RCD Espanyol de Barcelona,1816,27,71.05,10,37.04,20,52.63,10,26.32,5,1,1,1,0,0,34,https://www.laliga.com/jugador/calleri,3,7,43,22,8,4,0,209,231,135,132,39,13,3,19,14,1,0,0.0,0.03,0,0.0,0,7,51,47,0,1,9.4,0,440,173,267,340,170,10,0,0.03,0.0,0.03,0.0
Jonathan Cristian Silva,29-06-1994,La Plata,178 cm,72 kg,Defensa,CD Leganés,2787,33,86.84,29,87.88,32,84.21,3,7.89,13,1,0,1,0,1,45,https://www.laliga.com/jugador/j-silva,4,34,128,43,34,26,0,150,146,39,47,14,4,2,15,13,1,0,0.07,0.0,0,0.0,0,4,36,45,1,0,3.46,13,296,210,86,1010,683,46,1,0.07,0.0,0.07,0.0
Jordi Alba Ramos,21-03-1989,Hospitalet de Llobregat,170 cm,68 kg,Defensa,FC Barcelona,2190,27,71.05,21,77.78,25,65.79,4,10.53,7,0,0,2,0,0,23,https://www.laliga.com/jugador/jordi-alba,3,37,129,28,13,7,0,56,68,6,18,6,3,5,12,9,2,0,0.33,0.0,0,0.0,0,5,18,18,0,1,2.57,2,124,100,24,1908,1627,64,3,0.33,0.0,0.33,0.0
Jordi Masip López,03-01-1989,Sabadell,180 cm,76 kg,Portero,Real Valladolid CF,3150,35,92.11,35,100.0,35,92.11,0,0.0,2,0,0,0,0,0,39,https://www.laliga.com/jugador/masip,0,1,277,15,1,0,0,8,3,6,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,2,0,0,0,0.0,0,11,4,7,928,176,263,0,0.0,0.0,0.0,0.0
Jorge Andújar Moreno,26-04-1987,Madrid,182 cm,78 kg,Defensa,Levante UD,987,17,44.74,6,35.29,11,28.95,5,13.16,3,0,0,1,0,0,16,https://www.laliga.com/jugador/coke,2,13,63,18,17,8,1,69,59,18,15,7,3,0,16,10,1,0,0.0,0.14,0,0.0,0,1,11,17,0,2,5.67,0,128,95,33,464,322,44,0,0.14,0.0,0.14,0.0
Jorge Cuenca,17-11-1999,Madrid,190 cm,75 kg,Defensa,FC Barcelona,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/j-cuenca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jorge De Frutos,20-02-1997,Navares De Enmedio,173 cm,72 kg,Centrocampista,Rayo Vallecano,56,3,7.89,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/de-frutos-1,0,0,3,0,2,0,0,3,9,0,1,1,0,0,1,1,0,0,0.0,0.0,0,0.0,0,0,0,2,0,0,0.0,0,12,11,1,15,13,0,0,0.0,0.0,0.0,0.0
Jorge Franco Alviz,29-10-1993,Burguillos del Cerro,184 cm,75 kg,Centrocampista,Real Zaragoza,20,2,5.26,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,https://www.laliga.com/jugador/burgui,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,0.0,0,1,1,0,7,4,0,0,0.0,0.0,0.0,0.0
Jorge Molina Vidal,22-04-1982,Alcoy,188 cm,72 kg,Delantero,Getafe CF,1891,34,89.47,6,17.65,23,60.53,17,44.74,6,1,0,5,1,0,19,https://www.laliga.com/jugador/molina-1,2,4,81,16,2,6,0,155,211,85,119,25,11,3,23,18,5,0,0.04,0.16,2,0.0,0,16,47,34,0,4,5.67,0,366,162,204,576,366,10,4,0.2,0.0,0.2,0.0
Jorge Resurrección Merodio,08-01-1992,Madrid,176 cm,77 kg,Centrocampista,Atlético de Madrid,2699,32,84.21,26,81.25,30,78.95,4,10.53,5,0,0,4,1,0,20,https://www.laliga.com/jugador/koke,8,29,171,23,42,27,0,140,157,28,35,16,9,5,14,8,3,1,0.0,0.19,0,0.06,0,1,33,23,1,2,4.6,60,297,234,63,1645,1362,40,15,0.25,0.06,0.19,0.0
Jorge Ruiz Ojeda,27-09-1995,Antequera,188 cm,88 kg,Portero,Levante UD,180,2,5.26,2,100.0,2,5.26,0,0.0,0,0,0,0,0,0,2,https://www.laliga.com/jugador/koke-vegas,0,0,21,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,2,0,0,0,0.0,0,3,3,0,49,19,12,0,0.0,0.0,0.0,0.0
Jorge Sáenz De Miera,17-11-1996,Santa Cruz de Tenerife,192 cm,75 kg,Defensa,RC Celta,370,7,18.42,4,57.14,5,13.16,1,2.63,3,1,0,0,0,0,7,https://www.laliga.com/jugador/jorge-saenz,2,10,12,14,1,5,0,17,18,9,11,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,2,7,0,0,2.33,0,35,15,20,165,111,23,0,0.0,0.0,0.0,0.0
José Andrés Guardado Hernández,28-09-1986,Guadalajara,169 cm,60 kg,Centrocampista,Real Betis,2053,28,73.68,11,39.29,25,65.79,14,36.84,9,0,0,0,0,0,28,https://www.laliga.com/jugador/a-guardado,4,18,134,21,14,16,0,83,117,14,30,11,4,3,18,8,0,0,0.0,0.0,0,0.0,0,1,22,36,1,1,4.0,1,200,156,44,1023,783,81,1,0.0,0.0,0.0,0.0
José Ángel Valdés Díaz,05-09-1989,Gijón,182 cm,74 kg,Defensa,SD Eibar,2361,28,73.68,24,85.71,27,71.05,3,7.89,4,0,0,1,0,0,37,https://www.laliga.com/jugador/cote,7,33,180,54,31,23,0,144,83,51,29,18,7,1,27,8,0,1,0.06,0.0,0,0.0,1,0,13,21,1,3,5.25,5,227,147,80,1025,627,90,0,0.06,0.06,0.0,0.06
José Antonio Caro Díaz,03-05-1994,La Palma del Condado,194 cm,88 kg,Portero,Real Valladolid CF,245,3,7.89,2,66.67,3,7.89,1,2.63,0,0,0,0,0,0,3,https://www.laliga.com/jugador/j-a-caro,0,0,33,5,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,3,1,2,89,10,19,0,0.0,0.0,0.0,0.0
José Antonio Martínez Gil,12-02-1993,La Palma del Condado,189 cm,79 kg,Defensa,SD Eibar,1187,20,52.63,10,50.0,13,34.21,3,7.89,0,0,0,0,0,0,19,https://www.laliga.com/jugador/martinez-2,4,18,66,44,16,5,0,69,35,37,19,2,0,1,5,0,0,0,0.0,0.0,0,0.0,0,0,7,4,0,0,0.0,0,104,48,56,487,317,42,0,0.0,0.0,0.0,0.0
José Antonio Rodríguez Díaz,21-02-1992,Benadahux,183 cm,77 kg,Centrocampista,Granada CF,2564,36,94.74,19,52.78,27,71.05,8,21.05,7,0,0,7,0,0,31,https://www.laliga.com/jugador/antonio-puertas,3,11,121,19,25,13,0,186,266,64,101,36,18,3,48,42,6,1,0.03,0.08,0,0.06,0,5,37,39,0,5,5.57,1,452,287,165,674,467,18,2,0.19,0.03,0.17,0.0
José Gómez Campaña,31-05-1993,Sevilla,179 cm,70 kg,Centrocampista,Levante UD,3159,37,97.37,31,83.78,35,92.11,4,10.53,2,1,1,2,0,0,46,https://www.laliga.com/jugador/campana,5,44,225,37,25,13,1,201,164,44,39,30,8,7,63,27,1,1,0.0,0.07,0,0.0,1,2,59,28,1,2,14.0,117,365,282,83,1951,1486,103,7,0.07,0.03,0.03,0.03
José Ignacio Fernández Iglesias,18-01-1990,Madrid,180 cm,76 kg,Defensa,Real Madrid,438,6,15.79,4,66.67,4,10.53,0,0.0,3,0,0,1,0,0,2,https://www.laliga.com/jugador/nacho,3,12,22,15,6,5,0,32,29,16,10,5,1,0,1,4,1,0,0.0,0.0,0,0.2,0,0,7,9,0,0,3.0,0,61,35,26,250,209,8,0,0.2,0.0,0.2,0.0
José Ignacio Martínez García,07-03-1989,Madrid,174 cm,63 kg,Defensa,Real Valladolid CF,1893,23,60.53,18,78.26,21,55.26,3,7.89,2,0,0,0,0,0,21,https://www.laliga.com/jugador/nacho-1,8,25,121,50,22,21,0,76,94,10,20,6,2,2,12,11,0,0,0.0,0.0,0,0.0,0,2,11,28,1,2,14.0,0,170,140,30,842,536,69,3,0.0,0.0,0.0,0.0
Jose Javier hualde,28-04-1998,Desconocido,- cm,- kg,Centrocampista,C.A. Osasuna,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/hualde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
José Luis García del,11-01-1991,Málaga,183 cm,74 kg,Centrocampista,CD Leganés,1572,25,65.79,10,40.0,18,47.37,8,21.05,11,0,0,0,0,0,23,https://www.laliga.com/jugador/recio,3,23,106,9,19,11,0,93,109,6,14,12,8,0,14,5,0,0,0.0,0.0,0,0.0,0,1,44,45,0,4,4.09,4,202,182,20,833,689,40,0,0.0,0.0,0.0,0.0
José Luis Gayá Peña,25-05-1995,Pedreguer,172 cm,66 kg,Defensa,Valencia CF,1989,24,63.16,21,87.5,23,60.53,2,5.26,5,0,0,0,1,0,33,https://www.laliga.com/jugador/gaya,9,18,110,44,30,14,0,120,96,21,31,8,2,1,28,23,0,0,0.0,0.0,0,0.0,0,2,29,15,0,1,3.0,0,216,164,52,793,590,45,2,0.0,0.0,0.0,0.0
José Luis Morales Nogales,23-07-1987,Madrid,180 cm,70 kg,Delantero,Levante UD,2529,38,100.0,11,28.95,29,76.32,18,47.37,3,0,0,4,0,0,38,https://www.laliga.com/jugador/a-j-morales,1,6,101,4,8,9,0,84,155,13,22,32,15,2,39,49,4,0,0.03,0.09,0,0.0,0,15,15,18,0,4,6.0,4,239,204,35,598,391,22,6,0.13,0.0,0.13,0.0
Jose Luis Rodriguez,19-06-1998,Panama City,180 cm,77 kg,Centrocampista,Deportivo Alavés,21,1,2.63,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/j-l-rodriguez,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,2,0,0,0.0,0,5,4,1,4,2,0,0,0.0,0.0,0.0,0.0
José Luis Sanmartín Mato,27-03-1990,Stuttgart,192 cm,80 kg,Delantero,Deportivo Alavés,2786,36,94.74,21,58.33,31,81.58,10,26.32,6,0,0,11,1,0,47,https://www.laliga.com/jugador/joselu-2,5,13,100,46,17,9,0,404,293,312,159,72,30,2,13,21,11,0,0.04,0.1,1,0.01,0,6,58,51,0,6,8.5,0,697,226,471,966,471,32,0,0.15,0.0,0.15,0.0
José Manuel Arnáiz Díaz,15-04-1995,Talavera de la Reina,175 cm,70 kg,Delantero,CD Leganés,1119,26,68.42,3,11.54,10,26.32,7,18.42,4,0,0,2,0,0,15,https://www.laliga.com/jugador/jose-arnaiz,0,7,52,5,2,4,0,54,100,11,23,22,10,1,14,16,2,0,0.0,0.05,0,0.05,0,6,24,20,0,0,5.0,5,154,120,34,248,189,7,0,0.09,0.0,0.09,0.0
Jose manuel Fontan mondragon,11-02-2000,Vilagarcía de Arousa,- cm,- kg,Defensa,RC Celta,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/fontan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
José Manuel Rodríguez Benito,03-03-1992,Caudete,189 cm,80 kg,Defensa,Getafe CF,308,4,10.53,3,75.0,3,7.89,0,0.0,4,0,0,0,0,0,4,https://www.laliga.com/jugador/chema-r,0,5,18,12,3,1,0,18,22,12,16,2,0,0,1,0,0,0,0.0,0.0,0,0.0,0,1,1,7,0,0,1.75,0,40,12,28,125,60,15,0,0.0,0.0,0.0,0.0
José María Giménez de,20-01-1995,Toledo,185 cm,80 kg,Defensa,Atlético de Madrid,1753,21,55.26,19,90.48,19,50.0,0,0.0,2,0,0,0,0,0,13,https://www.laliga.com/jugador/j-m-gimenez,7,23,87,71,16,4,0,91,38,55,23,10,2,0,3,0,0,0,0.0,0.0,0,0.0,0,2,15,14,0,1,7.0,0,129,51,78,914,707,76,0,0.0,0.0,0.0,0.0
José Sanchez,02-03-2000,Linares,185 cm,63 kg,Defensa,Granada CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/pepe-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joseba Zaldúa Bengoechea,24-06-1992,San Sebastián,176 cm,70 kg,Defensa,Real Sociedad,2551,30,78.95,22,73.33,29,76.32,7,18.42,7,1,1,0,0,1,35,https://www.laliga.com/jugador/zaldua,7,37,109,63,43,19,0,211,128,76,39,4,2,2,18,18,0,0,0.0,0.0,0,0.0,0,1,61,41,1,7,5.86,0,339,224,115,1181,882,30,0,0.0,0.0,0.0,0.0
Josep Señé Escudero,10-12-1991,San Cugat del Vallés,186 cm,79 kg,Centrocampista,RCD Mallorca,146,6,15.79,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,4,https://www.laliga.com/jugador/j-sene,1,0,7,2,1,1,0,10,8,1,0,1,1,0,3,2,0,0,0.0,0.0,0,0.0,0,0,4,1,0,0,0.0,1,18,17,1,85,76,3,0,0.0,0.0,0.0,0.0
Joseph Aidoo,29-09-1995,Tema,180 cm,80 kg,Defensa,RC Celta,2500,32,84.21,25,78.13,27,71.05,2,5.26,4,0,0,0,0,0,34,https://www.laliga.com/jugador/aidoo,14,45,143,121,26,16,0,118,94,51,53,8,1,1,10,5,0,0,0.0,0.0,0,0.0,0,0,17,17,2,1,4.25,0,212,108,104,1240,997,72,1,0.0,0.0,0.0,0.0
Juan Brandáriz,02-03-1999,Laracha,186 cm,78 kg,Defensa,FC Barcelona,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/chumi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Juan Hernández García,06-12-1994,Lorca,186 cm,75 kg,Delantero,RC Celta,85,5,13.16,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,2,https://www.laliga.com/jugador/juan-hernandez,0,1,2,0,0,0,0,3,8,0,7,1,0,0,3,1,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,11,4,7,18,10,0,0,0.0,0.0,0.0,0.0
